"CODE";"NAME";"SECTOR";"LANGUAGE";"CURRENCY";"NPWP";"ACCOUNT_CODE";"NOTE";"ACC_VENDOR_CODE";"SHORT_NAME"
"803";ADVISINDO ARTISTIKA, PT;BRTL;ID;IDR;;;BCA CAPEM PINTU AIR A/C 001.360.4425;;ADVISINDO ARTISTIKA, PT
"806";DIAN MENTARI PRATAMA, PT;BADV;ID;IDR;"01.393.057.3-038.000";D00041-AG/I;BANK EKONOMI A/C 2011863968  [QUANTUM];D00041-AG/I;DIAN MENTARI PRATAMA, PT
"809";AD. FOKUS SADHYA HARMONIS;BADV;ID;IDR;"01.609.051.6.012.000";;BNI A/C 076.00430027.201;;AD. FOKUS SADHYA HARMONIS
"810";VOXAINFINI KREASI. PT;;ID;IDR;;;;;VOXAINFINI KREASI. 
"812";CABE RAWIT BANDUNG, PT;BRTL;ID;IDR;"02.481.087.1-423.000";;;;CABE RAWIT BANDUNG, PT
"814";EMBOSS CIPTA PARIWARA. PT;;ID;IDR;;;;;EMBOSS CIPTA 
"816";[BANNED] AUVIKOMUNIKASI MEDIAPRO, PT;BADV;ID;IDR;"01.683.356.8-039.000";A00093-AG/I;NO.NPPKP 01.683.356.8-016.000, buka 08/04/16;A00093-AG/I;[BANNED] AUVIKOMUNIKASI MEDIAPRO, PT
"818";ARMANANTA EKA PUTRA, PT;BADV;ID;IDR;"01.802.679.9-062.000";A00075-AG/I;banned per Mar'19;A00075-AG/I;ARMANANTA EKA PUTRA, PT
"820";G - TWO;;ID;IDR;;;;;G - 
"822";ASATSU ADVERTISING;BRTL;ID;IDR;;A00170-AG/I;;A00170-AG/I;ASATSU ADVERTISING
"825";CIPTA CITRA SENINDO, PT;BADV;ID;IDR;"01.395.972.1-077.000";;BCA CAB. SUDIRMAN A/C 035.30.0195.4;;CIPTA CITRA SENINDO, PT
"826";LILY AGENCY;;ID;IDR;;;;;LILY AGENCY
"829";JALUR CIPTA  DAN KOMUNIKASI, PT;BADV;ID;IDR;"02.041.679.8-062.000";J00024-AG/I;;J00024-AG/I;JALUR CIPTA  DAN KOMUNIKASI, PT
"830";[BANNED] INTERNATIONAL MATARI ADVERTISING, PT;BADV;ID;IDR;"01.300.850.3-062.000";I00024-AG/I;banned Mar'17 [BANNED] ;I00024-AG/I;[BANNED] INTERNATIONAL MATARI ADVERTISING, PT
"832";TIRTA HALA EKAMATRA, PT;BADV;ID;IDR;"02.025.903.2-062.000";;;;TIRTA HALA EKAMATRA, PT
"834";EXCIS COMMUNICATIONS;BADV;ID;IDR;"1.900.753.3-021";;;;EXCIS COMMUNICATIONS
"835";BELCOMMUNICATION INTERNA SERVICES , PT;BRTL;ID;IDR;"01.678.874.7.005.000";;BNI A/C 009.186.5001;;BELCOMMUNICATION INTERNA SERVICES , PT
"837";GEMARA CIPTA PURIPRATAMA,PT;;ID;IDR;"1.707.561.5.021.000";MANDIRI A/C.009.504.2.794;;;GEMARA CIPTA 
"842";PRATAMA COMMUNICATIONS;;ID;IDR;;;;;PRATAMA COMMUNICATIONS
"844";X DWI SAPTA PRATAMA ADV.;BADV;ID;IDR;;;;;X DWI 
"846";[BANNED] L'LINKA, PT;BADV;ID;IDR;"02.245.911.9-003.000";L00035-AB/I ;;L00035-AB/I ;[BANNED] L'LINKA, PT
"847";x KOMUNIKA CERGAS ILHAMI, PT [Duplicate !];BADV;ID;IDR;"01.358.560.9-062.000";K00045-AG/I;FP:KOMUNIKA CERGAS ILHAMI, PT  , Inv: BBDO Komunika;K00045-AG/I;x KOMUNIKA CERGAS ILHAMI, PT [Duplicate !]
"852";BINTANG MEDIATHAMA INDONESIA, PT;BADV;ID;IDR;"01.780.058.2-007.000";B00067-AG/I ;;B00067-AG/I ;BINTANG MEDIATHAMA INDONESIA, PT
"853";KHARISMA ADVERTISING, PT;BRTL;ID;IDR;"01.357.029.6-064.000";;;;KHARISMA ADVERTISING, PT
"854";INITIATIF MEDIA INDONESIA, PT;BADV;ID;IDR;"01.558.363.6-062.000";I00025-AG/I ;;I00025-AG/I ;INITIATIF MEDIA INDONESIA, PT
"857";UNIVERSAL MUSIK INDONESIA;;ID;IDR;;;;;UNIVERSAL MUSIK 
"860";X AKSARA COMMUNICATIONS, PT;BRTL;ID;IDR;;;;;X AKSARA 
"864";NOETARA GRAFIKKOM, PT;BADV;ID;IDR;"01.849.260.3.036.000";N00021-AG/I;;N00021-AG/I;NOETARA GRAFIKKOM, PT
"865";ASTA JAYA CENTRA CINEMA, PT;BADV;ID;IDR;"01.920.492.4-005.000";;;;ASTA JAYA CENTRA CINEMA, PT
"866";[BANNED] OXIGEN COMMUNICATIONS. PT;BADV;ID;IDR;"02.053.138.0-022.000";O00016-AG/I;;O00016-AG/I;[BANNED] OXIGEN COMMUNICATIONS. PT
"867";ADQUANTUM, PT;BADV;ID;IDR;;A00112-AG/I ;;A00112-AG/I ;ADQUANTUM, PT
"868";[BANNED] ACTIVATE MEDIA NUSANTARA, PT;BRTL;ID;IDR;"02.272.893.5-073.000";A00098-AG/I;Banned sept'16 dibuka tgl.24/10/16;A00098-AG/I;[BANNED] ACTIVATE MEDIA NUSANTARA, PT
"870";XXXXXXXRABA KOMUNIKATAMA PT.;BRTL;ID;IDR;"01.900.136.1.058.000";R00053-AG/I;;R00053-AG/I;XXXXXXXRABA KOMUNIKATAMA PT.
"871";METROPROMO CITRA MEDIA, PT;;ID;IDR;;;;;METROPROMO CITRA 
"875";GOPALA GRAFITAMA, PT;;ID;IDR;"1.817.343.5.014";;;;GOPALA GRAFITAMA, 
"877";BAZIS DKI;BRTL;ID;IDR;;;;;BAZIS DKI
"880";TNT ADV;;ID;IDR;;;;;TNT ADV
"884";IGUANA TECHNOLOGY, PT;;ID;IDR;;;;;IGUANA TECHNOLOGY, 
"282";BAZIS DKI;BRTL;ID;IDR;;;;;BAZIS DKI
"309";[BANNED] VIRGO PUTRA FILM, PT;BRTL;ID;IDR;"01.948.837.8.026.000";V00016-AG/I;;V00016-AG/I;[BANNED] VIRGO PUTRA FILM, PT
"339";MD MEDIA;;ID;IDR;;;;;MD MEDIA
"353";INPUREMA KONSULTAMA, PT;BADV;ID;IDR;"01.554.505.6-077.000";I00017-AG/I ;;I00017-AG/I ;INPUREMA KONSULTAMA, 
"364";PUSTEKKOM DIKNAS;BRTL;ID;IDR;;;;;PUSTEKKOM DIKNAS
"367";PROMO;BRTL;ID;IDR;;;;;PROMO
"373";xx PROFESIONAL MEDIA KREASI, PT;BADV;ID;IDR;"02.040.473.7-028.000";BCA A/C 39730.11177;;;xx PROFESIONAL 
"507";AJINOMOTO INDONESIA, PT;BMFG;ID;IDR;;;;;AJINOMOTO INDONESIA, PT
"508";AKSARA NUGRAHA TRIMEDIA, PT;BENT;ID;IDR;"2.041.577.4.013";;BANK MANDIRI A/C 117.000.103.5021;;AKSARA NUGRAHA TRIMEDIA, PT
"632";KONI PUSAT;BRTL;ID;IDR;"00.355.440.9.077.000";;;;KONI PUSAT
"652";MAJALAH AKU ANAK SALEH;BRTL;ID;IDR;;;;M00097-AB/I;MAJALAH AKU 
"656";[BANNED] MARTHA BEAUTY GALLERY, PT;BRTL;ID;IDR;"01.307.684.9-021.000";M00113-AB/I;;M00113-AB/I;[BANNED] MARTHA BEAUTY GALLERY, PT
"670";TAMAN SARI ROYAL HERITAGE;BRTL;ID;IDR;"01.336.686.9.072.001";;;;TAMAN SARI ROYAL HERITAGE
"692";PHAROS INDONESIA, PT;BRTL;ID;IDR;"01.000.737.5-052.000";;;;PHAROS INDONESIA, PT
"697";PRIMA ANEKA BERJAYA , PT;BADV;ID;IDR;"01.081.676.7.409.000";BCA WISMA BNI A/C 319.3035007;;;PRIMA ANEKA 
"710";RADIO MUARA;;ID;IDR;;;;M00052-AB/I;RADIO MUARA
"712";RADIO RAMA BANDUNG;;ID;IDR;BARTER;;;R00066-AD/I ;RADIO RAMA 
"725";SARANA BANGUN CITRA, PT;BADV;ID;IDR;"02.183.938.6.019.000";BANK NIAGA CAB.MAHAKAM A/C 903.01.00467.00.7;;;SARANA BANGUN 
"737";SINAR HARAPAN;BRTL;ID;IDR;BARTER;;;S00096-AB/I ;SINAR HARAPAN
"874";TRITUNGGAL MITRA SEJATI, PT;BRTL;ID;IDR;"01.985.936.2.511.000";T00039-AG/I;;T00039-AG/I;TRITUNGGAL MITRA SEJATI, PT
"1648";RUMAH SAKIT DUREN SAWIT;BRTL;ID;IDR;;;;R00143-AD/I;RS DUREN SAWIT
"1651";KARTIN BANGUN PERSADA, CV;BRTL;ID;IDR;X;X;X;;
"1653";INNOVA CREATIVE  MEDIA, PT;BRTL;ID;IDR;X;X;X;;
"1655";BUSTANUL HIDAYAH;BRTL;ID;IDR;X;;X;;BUSTANUL HIDAYAH
"1656";MEDIA KREASINDO UTAMA, PT;BRTL;ID;IDR;"02.194.217.2-063.000";X;X;X;MEDIA KREASINDO UTAMA, PT
"1658";RADIO KIDS BANDUNG;BRTL;ID;IDR;X;X;X;;
"1659";PILOT PROJECT PRODUCTION, PT;BRTL;ID;IDR;"02.290.739.8-013.000";P00106-AG/I;BANK MANDIRI CAB. PULO GADUNG;P00106-AG/I;PILOT PROJECT PRODUCTION, PT
"1660";TRANS PUTRA, PT;BRTL;ID;IDR;;T00062-AG/I;;T00062-AG/I;TRANS PUTRA, PT
"1663";SATUVISI PERKASA PT.;BRTL;ID;IDR;"02.449.970.9-019.000";"103.000.430.950.2";;"103.000.430.950.2";SATUVISI PERKASA PT.
"1665";ASIA MEDIA NETWORK, PT;BRTL;ID;IDR;"02.616.967.2.062.000";A00098-AG/I;;A00098-AG/I;ASIA MEDIA NETWORK, PT
"1666";[BANNED] CANTIK PROMOSINDO;BRTL;ID;IDR;;;;;[BANNED] CANTIK PROMOSINDO
"1668";DINAS PENERANGAN ANGKATAN UDARA;BRTL;ID;IDR;X;X;X;;
"1669";DEKATAMA CENTRA, PT;BRTL;ID;IDR;"01.691.953.2-429.001";D00072-AB/I;;D00072-AB/I;DEKATAMA CENTRA, PT
"1671";KEDAULATAN RAKYAT GROUP, PT;BRTL;ID;IDR;;;;K00055-AB/I;KEDAULATAN RAKYAT
"1672";MERPATI MAHKOTA SARANA. PT;BRTL;ID;IDR;"01.371.411.8-073.000";;;M00104-AG/I;MERPATI MAHKOTA SARANA,PT
"1673";ASANG INTERNATIONAL TAILOR;BRTL;ID;IDR;X;;X;;ASANG INTERNATIONAL TAILOR
"1674";NAGA MULIA PUTRA PERKASA;BRTL;ID;IDR;X;N00032-AB/I;X;N00032-AB/I;NAGA MULIA PUTRA PERKASA
"1675";PBVSI;BRTL;ID;IDR;"02.626.386.3-077.000";P00108-AD/I;X;P00108-AD/I;PBVSI
"1676";TEMPO INTI MEDIA HARIAN, PT;BRTL;ID;IDR;XX;X;X;T00063-AB/I;PT TEMPO INTI MEDIA HARIAN
"1677";SC. JOHNSON & SON (Ind) Ltd., PT;BRTL;ID;IDR;"01.002.151.7-052.000";;;;SC. JOHNSON & SON (Ind) Ltd., PT
"1678";KEMANG DIGITAL IMAGE;BRTL;ID;IDR;"02.067.083.2-012.000";XXX;XXX;K00056-AG/I;KEMANG DIGITAL IMAGE
"1680";RAMA TOUR;BRTL;ID;IDR;;;;R00149-AB/I;RAMA TOUR
"1681";JEMBATAN MERAH PLASA SURABAYA;BRTL;ID;IDR;;;;J00056-AB/I;JEMBATAN MERAH PLASA SURABAYA
"1682";HARIAN TRIBUN TIMUR MAKASAR;BRTL;ID;IDR;;;;H00044-AB/I;HARIAN TRIBUN TIMUR MAKASAR
"1684";XX ASIA MEDIA NETWORK;BRTL;ID;IDR;;;;;XX ASIA MEDIA NETWORK
"1685";RADIO CITRA MUARA;BRTL;ID;IDR;;;;;
"1686";RADIO LANOGRAHA;BRTL;ID;IDR;;;;R00144-AB/I;RADIO LANOGRAHA
"1687";RADIO MUSI ;BRTL;ID;IDR;;;;R00147-AB/I;RADIO MUSI 
"1688";RADIO TRIJAYA PALEMBANG;BRTL;ID;IDR;;;;R00148-AB/I;RADIO TRIJAYA PALEMBANG
"1689";IKATAN PELAJAR NU KALSEL;BRTL;ID;IDR;;;;I00056-AB/I;IKATAN PELAJAR NU KALSEL
"1690";PEMDA BALIKPAPAN;BRTL;ID;IDR;;;;P00107-AD/I;PEMDA BALIKPAPAN
"1691";RADIO SUZANA;BRTL;ID;IDR;;;;S00128-AB/I;RADIO SUZANA
"1692";RADIO CITRA BUANA;BRTL;ID;IDR;;;;R00146-AB/I;RADIO CITRA BUANA
"1693";MAKASAR TV;BRTL;ID;IDR;;;;M00103-AB/I;MAKASAR TV
"1694";PUSAKA TRADISI IBU, PT;BRTL;ID;IDR;"01.398.825.8-013.000";P00111-AB/I;;P00111-AB/I;PUSAKA TRADISI IBU, PT
"1696";PANORAMA BUKIT CINERE;BRTL;ID;IDR;X;X;X;P00110-AB/I;PANORAMA BUKIT CINERE
"1697";PALEMBANG TRADE CENTER;BRTL;ID;IDR;X;X;X;P00109-AB/I;PALEMBANG TRADE CENTER
"1699";HARIAN GLOBAL MEDAN;BRTL;ID;IDR;;;;H00046-AB/I;HARIAN GLOBAL MEDAN
"1700";TIRBUN TIMUR;BRTL;ID;IDR;;;;T00064-AB/I;TIRBUN TIMUR
"1701";NAGA MULIA PUTRA PERKASA, PT;BRTL;ID;IDR;"01.566.255.4-041.000";N00032-AB/I;;N00032-AB/I;NAGA MULIA PUTRA PERKASA, PT
"1702";PEMDA PALEMBANG;BRTL;ID;IDR;;;;P00112-AD/I;PEMDA PALEMBANG
"1704";ASIA GLOBAL MEDIA, PT;BRTL;ID;IDR;"02.194.516.7-058.000";;"04010-000938.001-93 BNP PARIBAS INDONESIA";;ASIA GLOBAL MEDIA, PT
"1705";ANTV;BRTL;ID;IDR;X;;X;;ANTV
"1707";[BANNED] HnR PROMOSINDO, PT;BRTL;ID;IDR;"02.494.607.1-027.000";H00045-AG/I;;H00045-AG/I;[BANNED] HnR PROMOSINDO, PT
"817";IMAGE UTAMA RAYA. PT;BADV;ID;IDR;"1.372.747.4-035";BCA CAB.TG.DUREN A/C 076.300.3580;;I00020-AG/I ;IMAGE UTAMA 
"1297";SPOT COST CONSULTING PT.;BRTL;ID;IDR;"01.957.647.9.058.000";BNI PONDOK INDAH A/C 000.530.6102;;;SPOT COST 
"792";BATES MULIA INDONESIA, PT;BRTL;ID;IDR;"01.371.798.8.031.000";;HSBC A/C IDR 001.353143.068;;BATES MULIA INDONESIA, PT
"828";CHUO SENKO INDONESIA, PT;;ID;IDR;"01.967.105.6.032.000";DAIWA PERDANA A/C 33159.00.1;;;CHUO SENKO 
"1298";ART FASHION , CV;BRTL;ID;IDR;"1.886.909.9.042";;CITIBANK LANDMARK A/C 3.000.026897;;ART FASHION , CV
"1299";ADIONA SEJAHTERA;BRTL;ID;IDR;"01.333.930.4.035.000";;BANK MANDIRI A/C118.00900.16196;;ADIONA SEJAHTERA
"872";MERAH PARIWARASETA INDONESIA, PT (ADBIS);BADV;ID;IDR;"01.770.265.5-022.000";BRI CAB.KHUSUS A/C 0206.01.000.611.302;;M00061-AG/I ;MERAH PARIWARASETA 
"1300";DEBATAMA TENTRA PT.;BRTL;ID;IDR;"01.691.953.2.423.000";BANK BALI A/C 380.121.3889;;;DEBATAMA TENTRA 
"1302";MANDOM INDONESIA TBK,PT;BRTL;ID;IDR;"01.000.614.6.092.000";;;;MANDOM INDONESIA 
"790";POLIYAMA BELLE, PT;BRTL;ID;IDR;"01.367.848.7.035.000";BCA WISMA RELASI A/C 491.0300046;;;POLIYAMA BELLE, 
"839";MEDIATAMA ADHIMEGA, PT;BADV;ID;IDR;"01.332.744.0-019.000";M00042-AG/I;;M00042-AG/I;MEDIATAMA ADHIMEGA, PT
"841";LARAS MUKTI BERSAMA, PT;BADV;ID;IDR;"02.002.897.3.005.000";BANK DANAMON CAB.PONDOK BAMBU A/C 4106498;;L00034-AG/I ;LARAS MUKTI 
"1303";IN AD;BRTL;ID;IDR;;;;I00045-AG/I;IN AD
"1304";KAWISTA INTER MEDIA;BRTL;ID;IDR;"02.184.846.0.061.000";BCA CAPEM PS.MINGGU A/C 128.300.63.64;;K00053-AG/I;KAWISTA INTER 
"1305";KESAN BEDA PT;BRTL;ID;IDR;"01.937.861.1.005.000";;;;KESAN BEDA 
"1306";UNITRA KADETIGA SELARAS;BRTL;ID;IDR;"02.071.055.4.014.000";BCA CAB.BIDAKARA A/C 450.3064.211;;;UNITRA KADETIGA 
"1307";SELARAS MAJU BERSAMA, PT;BRTL;ID;IDR;"01.772.254.7.031.000";;;;SELARAS MAJU BERSAMA, PT
"1308";SIMPUL COMMNUCATION,CV;BRTL;ID;IDR;"02.264.970.1.541.000";BANK BUANA INDONESIA A/C 20.200.11.676;;;SIMPUL COMMNUCATION,CV
"1309";TRI HARUMING ESTU AGENCY;BRTL;ID;IDR;"1.541.910.4.017";BANK MANDIRI CAB.BUNCIT A/C 127.009.807.0384;;;TRI HARUMING 
"843";TIMES COMMUNICATIONS;BRTL;ID;IDR;"01.651.278.2.021.000";BANK MANDIRI A/C 124.009.401.6962;;T00028-AG/I ;TIMES COMMUNICATIONS
"1310";GENTA LANGIT KARYA INTEGRITA ,PT;BRTL;ID;IDR;"02.022.2451.014.000";BANK SYARIAH MANDIRI A/C 009.001.1.159;ID NAME SAGA COMMUNICATIONS;;GENTA LANGIT 
"1312";SANGHIANG PERKASA, PT;BRTL;ID;IDR;"01.368.835.3-092.000";;;;SANGHIANG PERKASA, PT
"1313";GEMA NUSA PERSADA PT.;BRTL;ID;IDR;"02.037.871.7.014.000";"101.000.434.9526";;;GEMA NUSA 
"1314";NOJORONO TOBACCO INTERNATIONAL, PT;BRTL;ID;IDR;"01.121.407.9.092.000";N00037-AG/I;;N00037-AG/I;NOJORONO TOBACCO INTERNATIONAL, PT
"1319";SONY BMG;BRTL;ID;IDR;;;;S00131-AD/I ;SONY BMG
"1320";DIAN MEDIA NUSANTARA ABADI PT;BRTL;ID;IDR;"01.796.606.0.007.000";"164.300.1148";;"164.300.1148";DIAN MEDIA NUSANTARA ABADI PT
"1321";SURABAYA INDAH MOTOR CV;BRTL;ID;IDR;"01.929.373.7.615.000";XXX;;T00032-AG/I;SURABAYA INDAH 
"1322";IMAGE MEDIA PRATAMA PT.;BRTL;ID;IDR;"02.142.202.7.016.000";BANK MANDIRI A/C 127.000.415531.1;;;IMAGE MEDIA 
"1327";COSMOPOLITAN FM JAKARTA;BRTL;ID;IDR;;XXX;XXX;C00081-AB/I ;COSMOPOLITAN FM 
"1328";SUZANA FM SURABAYA;BRTL;ID;IDR;BARTER;XXX;XXX;S00128-AB/I ;SUZANA FM 
"1329";MAJALAH ANAK INO;BRTL;ID;IDR;;XXX;XXX;M00089-AB/I ;MAJALAH ANAK 
"1330";MALL ARTHA GADING;BRTL;ID;IDR;;XXX;XXX;M00088-AG/I ;MALL ARTHA 
"1331";GRAND CANDI HOTEL SEMARANG;BRTL;ID;IDR;;XXXXX;XXX;G00029-AB/I ;GRAND CANDI 
"1333";SMPN 13 JAKARTA;BRTL;ID;IDR;BARTER;XXX;XXX;S00132-AB/I ;SMPN 13 
"1345";ASIAN FORMULA THREE INDONESIA, PT;BRTL;ID;IDR;"02.191.470.0-029 .000";;XXX;;ASIAN FORMULA THREE INDONESIA, PT
"1352";[BANNED] PELITA ALEMBANA, PT;BRTL;ID;IDR;"01.330.471.2-038.000";P00120-AG/I;Banned untuk Adv.ANCOL;P00120-AG/I;[BANNED] PELITA ALEMBANA, PT
"1354";TUNJUNGAN PLAZA SURABAYA;BRTL;ID;IDR;;XXX;XXX;XXX;TUNJUNGAN PLAZA SURABAYA
"1355";TRIBUN JABAR;BRTL;ID;IDR;BARTER;XXX;XXX;T00053-AB/I ;TRIBUN JABAR
"1356";HARIAN SURYA;BRTL;ID;IDR;;XXX;XXX;H00037-AB/I ;HARIAN SURYA
